CisBP_ID	Uniprot_ID	Specie	Specie_ID	Family
M0559_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1055_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0611_1.02	Unknown	Meleagris gallopavo	Unknown	CxxC
M1708_1.02	Unknown	Histoplasma capsulatum	Unknown	Zinc cluster
M0355_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bZIP
M0873_1.02	Unknown	Dictyostelium discoideum	Unknown	Homeodomain
M0625_1.02	Unknown	Caenorhabditis briggsae	Unknown	DM
M1443_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0304_1.02	Unknown	Mus musculus	Unknown	bZIP
M0047_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0324_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1251_1.02	Unknown	Caenorhabditis elegans	Unknown	HSF
M0646_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M0746_1.02	Unknown	Mus musculus	Unknown	Forkhead
M1448_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0807_1.02	Unknown	Ostreococcus tauri	Unknown	GATA
M0842_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1023_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0845_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1406_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M0953_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0906_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0469_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1156_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M0456_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0723_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0452_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1482_1.02	Unknown	Caenorhabditis briggsae	Unknown	Nuclear receptor
M1006_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0636_1.02	Unknown	Ornithorhynchus anatinus	Unknown	DM
M1602_1.02	Unknown	Mus musculus	Unknown	Sox
M1388_1.02	Unknown	Physcomitrella patens	Unknown	Myb/SANT
M1705_1.02	Unknown	Botrytis cinerea	Unknown	Zinc cluster
M1002_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0513_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0514_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0157_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1205_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M0809_1.02	Unknown	Dasypus novemcinctus	Unknown	GCM
M1343_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0720_1.02	Unknown	Meleagris gallopavo	Unknown	Forkhead
M1459_1.02	Unknown	Tetraodon nigroviridis	Unknown	Nuclear receptor
M0184_1.02	Unknown	Mus musculus	Unknown	bHLH
M0186_1.02	Unknown	Mus musculus	Unknown	bHLH
M0185_1.02	Unknown	Mus musculus	Unknown	bHLH
M1294_1.02	Unknown	Malus x domestica	Unknown	MADF
M0360_1.02	Unknown	Phytophthora ramorum	Unknown	bZIP
M1064_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0482_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0670_1.02	Unknown	Mus musculus	Unknown	E2F
M1580_1.02	Unknown	Mus musculus	Unknown	Sox
M0305_1.02	Unknown	Mus musculus	Unknown	bZIP
M1045_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0019_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1019_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0871_1.02	Unknown	Caenorhabditis briggsae	Unknown	Homeodomain
M0772_1.02	Unknown	Caenorhabditis elegans	Unknown	GATA
M0534_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0549_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0618_1.02	Unknown	Daphnia pulex	Unknown	CxxC
M0810_1.02	Unknown	Homo sapiens	Unknown	GCM
M1764_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0107_1.02	Unknown	Mus musculus	Unknown	ARID/BRIGHT
M1120_1.02	Unknown	Schizosaccharomyces pombe	Unknown	Homeodomain
M0120_1.02	Unknown	Brachypodium distachyon	Unknown	AT hook
M1473_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1735_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1194_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1549_1.02	Unknown	Mus musculus	Unknown	SAND
M1519_1.02	Unknown	Gallus gallus	Unknown	Rel
M1044_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1564_1.02	Unknown	Arabidopsis thaliana	Unknown	SBP
M0397_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0259_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1148_1.02	Unknown	Trichomonas vaginalis	Unknown	Homeodomain
M0960_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1193_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M0090_1.02	Unknown	Neurospora crassa	Unknown	APSES
M0130_1.02	Unknown	Mus musculus	Unknown	AT hook
M0446_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1313_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M0917_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1437_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1246_1.02	Unknown	Ailuropoda melanoleuca	Unknown	POU;Homeodomain
M1692_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1702_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1608_1.02	Unknown	Neurospora crassa	Unknown	Sox
M1526_1.02	Unknown	Cavia porcellus	Unknown	RFX
M1153_1.02	Unknown	Oikopleura dioica	Unknown	Homeodomain
M1262_1.02	Unknown	Mus musculus	Unknown	IRF
M1500_1.02	Unknown	Caenorhabditis elegans	Unknown	Paired box
M1498_1.02	Unknown	Caenorhabditis elegans	Unknown	Paired box
M0312_1.02	Unknown	Mus musculus	Unknown	bZIP
M1369_1.02	Unknown	Thalassiosira pseudonana	Unknown	Myb/SANT
M1090_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0273_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1159_1.02	Unknown	Heterodontus francisci	Unknown	Homeodomain
M0026_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1161_1.02	Unknown	Kluyveromyces delphensis	Unknown	Homeodomain
M1761_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1527_1.02	Unknown	Homo sapiens	Unknown	RFX
M1128_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0281_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1131_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1595_1.02	Unknown	Mus musculus	Unknown	Sox
M1022_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1504_1.02	Unknown	Anolis carolinensis	Unknown	Pipsqueak
M1717_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0061_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0062_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1663_1.02	Unknown	Lotus japonicus	Unknown	TCP
M1171_1.02	Unknown	Eleutheria dichotoma	Unknown	Homeodomain
M0747_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0557_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0616_1.02	Unknown	Caenorhabditis elegans	Unknown	CxxC
M1353_1.02	Unknown	Dictyostelium discoideum	Unknown	Myb/SANT
M1267_1.02	Unknown	Mus musculus	Unknown	IRF
M1617_1.02	Unknown	Saccharomyces cerevisiae	Unknown	STE
M0543_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0274_1.02	Unknown	Mus musculus	Unknown	bZIP
M1435_1.02	Unknown	Homo sapiens	Unknown	Nuclear receptor
M1289_1.02	Unknown	Caenorhabditis elegans	Unknown	MADF
M1678_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0935_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0653_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M0576_1.02	Unknown	Drosophila melanogaster	Unknown	CENPB
M1576_1.02	Unknown	Arabidopsis thaliana	Unknown	Sox
M1747_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1642_1.02	Unknown	Saccharomyces cerevisiae	Unknown	TBP
M1106_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1450_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1372_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M1583_1.02	Unknown	Mus musculus	Unknown	Sox
M0744_1.02	Unknown	Neurospora crassa	Unknown	Forkhead
M1779_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1780_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0142_1.02	Unknown	Saccharomyces cerevisiae	Unknown	AT hook
M0143_1.02	Unknown	Saccharomyces cerevisiae	Unknown	AT hook
M0558_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1202_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1252_1.02	Unknown	Saccharomyces cerevisiae	Unknown	HSF
M1271_1.02	Unknown	Sus scrofa	Unknown	IRF
M0902_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1080_1.02	Unknown	Tetraodon nigroviridis	Unknown	Homeodomain
M0775_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M1447_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1716_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1812_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1029_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0728_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0394_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0098_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M1745_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0523_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0522_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1185_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1382_1.02	Unknown	Trichomonas vaginalis	Unknown	Myb/SANT
M0285_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M1129_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1130_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1018_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0376_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M0117_1.02	Unknown	Paramecium tetraurelia	Unknown	ARID/BRIGHT
M0773_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M0160_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M1236_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M1237_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M0785_1.02	Unknown	Mus musculus	Unknown	GATA
M1524_1.02	Unknown	Apis mellifera	Unknown	RFX
M0007_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1084_1.02	Unknown	Xenopus tropicalis	Unknown	Homeodomain
M0139_1.02	Unknown	Neurospora crassa	Unknown	AT hook
M1789_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1790_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1102_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0976_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1214_1.02	Unknown	Phaeosphaeria nodorum	Unknown	Homeodomain
M0292_1.02	Unknown	Mus musculus	Unknown	bZIP
M0291_1.02	Unknown	Mus musculus	Unknown	bZIP
M1460_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1721_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0717_1.02	Unknown	Homo sapiens	Unknown	Forkhead
M0835_1.02	Unknown	Ustilago maydis	Unknown	Homeodomain
M1040_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0889_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M1054_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1643_1.02	Unknown	Cannabis sativa	Unknown	TCP
M1279_1.02	Unknown	Caenorhabditis elegans	Unknown	MADF
M0489_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1216_1.02	Unknown	Tetrahymena thermophila	Unknown	Homeodomain
M0629_1.02	Unknown	Homo sapiens	Unknown	DM
M1358_1.02	Unknown	Mus musculus	Unknown	Myb/SANT
M1278_1.02	Unknown	Arabidopsis thaliana	Unknown	MADF
M0116_1.02	Unknown	Tetrahymena thermophila	Unknown	ARID/BRIGHT
M0243_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M0242_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M1451_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0609_1.02	Unknown	Homo sapiens	Unknown	CxxC
M0850_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1407_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M0644_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0888_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0921_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0530_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0975_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1729_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1311_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M0962_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0018_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1603_1.02	Unknown	Mus musculus	Unknown	Sox
M0282_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M1108_1.02	Unknown	Oryza sativa	Unknown	Homeodomain
M1264_1.02	Unknown	Mus musculus	Unknown	IRF
M0821_1.02	Unknown	Arabidopsis thaliana	Unknown	GRAS
M1393_1.02	Unknown	Tetrahymena thermophila	Unknown	Myb/SANT
M1021_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1581_1.02	Unknown	Mus musculus	Unknown	Sox
M0855_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0187_1.02	Unknown	Mus musculus	Unknown	bHLH
M0188_1.02	Unknown	Mus musculus	Unknown	bHLH
M0790_1.02	Unknown	Oryza sativa	Unknown	GATA
M0819_1.02	Unknown	Candida albicans	Unknown	GCR1
M0905_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0307_1.02	Unknown	Mus musculus	Unknown	bZIP
M0052_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0053_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1423_1.02	Unknown	Anopheles gambiae	Unknown	Nuclear receptor
M0500_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1286_1.02	Unknown	Oryza sativa	Unknown	MADF
M0938_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0937_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0118_1.02	Unknown	Arabidopsis thaliana	Unknown	AT hook
M0834_1.02	Unknown	Ustilago maydis	Unknown	Homeodomain
M0634_1.02	Unknown	Monodelphis domestica	Unknown	DM
M0881_1.02	Unknown	Ciona intestinalis	Unknown	Homeodomain
M0094_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0095_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0352_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bZIP
M0795_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0796_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0843_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1163_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M0949_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0366_1.02	Unknown	Ostreococcus tauri	Unknown	bZIP
M0423_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0767_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0277_1.02	Unknown	Aspergillus nidulans	Unknown	bZIP
M0865_1.02	Unknown	Aspergillus nidulans	Unknown	Homeodomain
M1534_1.02	Unknown	Caenorhabditis elegans	Unknown	RFX
M0132_1.02	Unknown	Mus musculus	Unknown	AT hook
M1315_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1467_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0574_1.02	Unknown	Caenorhabditis elegans	Unknown	C2HC ZF
M1609_1.02	Unknown	Caenorhabditis elegans	Unknown	Sox
M0196_1.02	Unknown	Mus musculus	Unknown	bHLH
M1405_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M1820_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1821_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1282_1.02	Unknown	Arabidopsis lyrata	Unknown	MADF
M0311_1.02	Unknown	Mus musculus	Unknown	bZIP
M0461_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0407_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0996_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1657_1.02	Unknown	Oryza sativa	Unknown	TCP
M0638_1.02	Unknown	Xenopus tropicalis	Unknown	DM
M1688_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1599_1.02	Unknown	Mus musculus	Unknown	Sox
M0459_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0800_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0799_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0028_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1731_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0533_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0089_1.02	Unknown	Neurospora crassa	Unknown	APSES
M0715_1.02	Unknown	Caenorhabditis briggsae	Unknown	Forkhead
M0059_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0836_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1335_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1178_1.02	Unknown	Podocoryne carnea	Unknown	Homeodomain
M1091_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0134_1.02	Unknown	Pongo pygmaeus	Unknown	AT hook
M0608_1.02	Unknown	Homo sapiens	Unknown	CxxC
M0131_1.02	Unknown	Mus musculus	Unknown	AT hook
M1713_1.02	Unknown	Aspergillus nidulans	Unknown	Zinc cluster
M1671_1.02	Unknown	Tetraodon nigroviridis	Unknown	THAP finger
M0471_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0943_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0987_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1421_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Ndt80/PhoG
M1347_1.02	Unknown	Dictyostelium discoideum	Unknown	Myb/SANT
M0749_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Forkhead
M0058_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1525_1.02	Unknown	Anolis carolinensis	Unknown	RFX
M0344_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1598_1.02	Unknown	Mus musculus	Unknown	Sox
M1589_1.02	Unknown	Mus musculus	Unknown	Sox
M0924_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0925_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0551_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M1342_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0111_1.02	Unknown	Drosophila melanogaster	Unknown	ARID/BRIGHT
M1666_1.02	Unknown	Danio rerio	Unknown	THAP finger
M1635_1.02	Unknown	Caenorhabditis elegans	Unknown	T-box
M0764_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0195_1.02	Unknown	Mus musculus	Unknown	bHLH
M0982_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0993_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0733_1.02	Unknown	Mus musculus	Unknown	Forkhead
M1187_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1221_1.02	Unknown	Xenopus laevis	Unknown	Homeodomain
M1704_1.02	Unknown	Ostreococcus tauri	Unknown	WRKY
M0451_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0766_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0458_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1770_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1771_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1542_1.02	Unknown	Caenorhabditis elegans	Unknown	SAND
M1544_1.02	Unknown	Ciona intestinalis	Unknown	SAND
M0663_1.02	Unknown	Physcomitrella patens	Unknown	Dof
M0948_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1217_1.02	Unknown	Candida glabrata	Unknown	Homeodomain
M1532_1.02	Unknown	Ornithorhynchus anatinus	Unknown	RFX
M0101_1.02	Unknown	Dictyostelium discoideum	Unknown	ARID/BRIGHT
M0907_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1672_1.02	Unknown	Caenorhabditis elegans	Unknown	Unknown
M0706_1.02	Unknown	Mus musculus	Unknown	Ets
M0033_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0275_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1710_1.02	Unknown	Puccinia graminis	Unknown	Zinc cluster
M0828_1.02	Unknown	Fusarium graminearum	Unknown	Homeodomain
M0122_1.02	Unknown	Aspergillus nidulans	Unknown	AT hook
M1605_1.02	Unknown	Mus musculus	Unknown	Sox
M1551_1.02	Unknown	Mus musculus	Unknown	SAND
M1673_1.02	Unknown	Dictyostelium discoideum	Unknown	Unknown
M1638_1.02	Unknown	Caenorhabditis elegans	Unknown	T-box
M0612_1.02	Unknown	Monodelphis domestica	Unknown	CxxC
M1127_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0704_1.02	Unknown	Mus musculus	Unknown	Ets
M1007_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0964_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1121_1.02	Unknown	Schizosaccharomyces pombe	Unknown	Homeodomain
M0758_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0537_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1383_1.02	Unknown	PBM CONSTRUCTS	Unknown	Myb/SANT
M0647_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M1828_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1829_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1399_1.02	Unknown	Paramecium tetraurelia	Unknown	Myb/SANT
M1329_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0197_1.02	Unknown	Mus musculus	Unknown	bHLH
M1593_1.02	Unknown	Mus musculus	Unknown	Sox
M0929_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1474_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1610_1.02	Unknown	Caenorhabditis elegans	Unknown	Sox
M1677_1.02	Unknown	Arabidopsis thaliana	Unknown	WRC
M0791_1.02	Unknown	Neurospora crassa	Unknown	GATA
M1253_1.02	Unknown	Saccharomyces cerevisiae	Unknown	HSF
M1699_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0295_1.02	Unknown	Mus musculus	Unknown	bZIP
M0294_1.02	Unknown	Mus musculus	Unknown	bZIP
M0454_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0863_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0585_1.02	Unknown	Bombyx mori	Unknown	CUT
M0264_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0984_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0198_1.02	Unknown	Mus musculus	Unknown	bHLH
M1822_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1823_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1418_1.02	Unknown	Homo sapiens	Unknown	Ndt80/PhoG
M0588_1.02	Unknown	Arabidopsis thaliana	Unknown	CxC
M1412_1.02	Unknown	Physcomitrella patens	Unknown	NAC/NAM
M1659_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M1276_1.02	Unknown	Arabidopsis thaliana	Unknown	MADF
M0380_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0841_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1290_1.02	Unknown	Ricinus communis	Unknown	MADF
M0159_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0508_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0642_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M1158_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M1095_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0662_1.02	Unknown	Physcomitrella patens	Unknown	Dof
M0999_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1210_1.02	Unknown	Zea mays	Unknown	Homeodomain
M1655_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M1665_1.02	Unknown	Saccharomyces cerevisiae	Unknown	TEA
M1664_1.02	Unknown	Saccharomyces cerevisiae	Unknown	TEA
M0105_1.02	Unknown	Mus musculus	Unknown	ARID/BRIGHT
M0106_1.02	Unknown	Mus musculus	Unknown	ARID/BRIGHT
M0155_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0063_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1030_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0597_1.02	Unknown	Bombyx mori	Unknown	CxC
M0571_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF;Zinc cluster
M1714_1.02	Unknown	Dictyostelium discoideum	Unknown	Zinc cluster
M1328_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0909_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1662_1.02	Unknown	Lotus japonicus	Unknown	TCP
M1400_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M1240_1.02	Unknown	Takifugu rubripes	Unknown	POU;Homeodomain
M0463_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1142_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0351_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bZIP
