Jaspar_ID	Uniprot_ID	Specie	Specie_ID	Family
MA0407.1	P38141	Saccharomyces cerevisiae	4932	Unknown
MA0408.1	P53147	Saccharomyces cerevisiae	4932	TALE-type homeo domain factors
MA0409.1	P33122	Saccharomyces cerevisiae	4932	Unknown
MA0410.1	P26370	Saccharomyces cerevisiae	4932	Unknown
MA0411.1	Q12151	Saccharomyces cerevisiae	4932	Unknown
MA0412.1	P39001	Saccharomyces cerevisiae	4932	Unknown
MA0413.1	Q12132	Saccharomyces cerevisiae	4932	Unknown
MA0414.1	P40489	Saccharomyces cerevisiae	4932	Unknown
MA0415.1	P19880	Saccharomyces cerevisiae	4932	Unknown
MA0416.1	P38749	Saccharomyces cerevisiae	4932	Unknown
MA0417.1	P40574	Saccharomyces cerevisiae	4932	Unknown
MA0418.1	Q03935	Saccharomyces cerevisiae	4932	Unknown
MA0419.1	Q08182	Saccharomyces cerevisiae	4932	Unknown
MA0420.1	P38140	Saccharomyces cerevisiae	4932	Unknown
MA0421.1	Q12457	Saccharomyces cerevisiae	4932	Myb/SANT domain factors
MA0422.1	Q04411	Saccharomyces cerevisiae	4932	Unknown
MA0423.1	P39959	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0424.1	P39961	Saccharomyces cerevisiae	4932	Unknown
MA0425.1	P53243	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0426.1	Q04116	Saccharomyces cerevisiae	4932	Unknown
MA0428.1	P35995	Saccharomyces cerevisiae	4932	Unknown
MA0429.1	Q12244	Saccharomyces cerevisiae	4932	Unknown
MA0430.1	Q05854	Saccharomyces cerevisiae	4932	Unknown
MA0431.1	Q04545	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0432.1	P53749	Saccharomyces cerevisiae	4932	Unknown
MA0433.1	P34161	Saccharomyces cerevisiae	4932	Unknown
MA0434.1	Q12145	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0435.1	Q12531	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0436.1	Q12139	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0437.1	Q06595	Saccharomyces cerevisiae	4932	Unknown
MA0438.1	Q12340	Saccharomyces cerevisiae	4932	Unknown
MA0439.1	Q12172	Saccharomyces cerevisiae	4932	Unknown
MA0440.1	P47043	Saccharomyces cerevisiae	4932	Factors with multiple dispersed zinc fingers
MA0441.1	P46974	Saccharomyces cerevisiae	4932	Other factors with up to three adjacent zinc fingers
MA0442.2	P56693	Homo sapiens	9606	SOX-related factors
MA0443.1	Q24266	Drosophila melanogaster	7227	Other factors with up to three adjacent zinc fingers
MA0444.1	M9NDG6	Drosophila melanogaster	7227	Unknown
MA0445.1	Q24533	Drosophila melanogaster	7227	Unknown
MA0446.1	P14734	Drosophila melanogaster	7227	Forkhead box (FOX) factors
MA0447.1	P39572	Drosophila melanogaster	7227	Unknown
MA0448.1	P10035	Drosophila melanogaster	7227	NK-related factors
MA0449.1	P14003	Drosophila melanogaster	7227	Helix-Loop-Helix
MA0450.1	Q9VN10	Drosophila melanogaster	7227	Unknown
MA0451.1	P10734	Drosophila melanogaster	7227	Unknown
MA0452.2	P07247	Drosophila melanogaster	7227	More than 3 adjacent zinc finger factors
MA0454.1	P23803	Drosophila melanogaster	7227	More than 3 adjacent zinc finger factors
MA0456.1	P39768	Drosophila melanogaster	7227	More than 3 adjacent zinc finger factors
MA0457.1	Q9W1H7	Drosophila melanogaster	7227	Unknown
MA0458.1	P32030	Drosophila melanogaster	7227	Forkhead box (FOX) factors
MA0459.1	P18102	Drosophila melanogaster	7227	Unknown
MA0460.1	P17789	Drosophila melanogaster	7227	Other factors with up to three adjacent zinc fingers
MA0461.2	P48985	Mus musculus	10090	Tal-related factors
MA0462.1	Q16520	Homo sapiens	9606	B-ATF-related factors
MA0463.1	P41183	Mus musculus	10090	More than 3 adjacent zinc finger factors
MA0464.2	O14503	Homo sapiens	9606	Hairy-related factors
MA0465.1	Q99626	Homo sapiens	9606	HOX-related factors
MA0466.2	P17676	Homo sapiens	9606	C/EBP-related
MA0467.1	O54751	Mus musculus	10090	Paired-related HD factors
MA0468.1	Q9UBX2	Homo sapiens	9606	Paired-related HD factors
MA0469.2	O00716	Homo sapiens	9606	E2F-related factors
MA0470.1	Q16254	Homo sapiens	9606	E2F-related factors
MA0471.1	O75461	Homo sapiens	9606	E2F-related factors
MA0472.2	P11161	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0473.2	P32519	Homo sapiens	9606	Ets-related factors
MA0474.2	P11308	Homo sapiens	9606	Ets-related factors
MA0475.2	Q01543	Homo sapiens	9606	Ets-related factors
MA0476.1	P01100	Homo sapiens	9606	Fos-related factors
MA0477.1	P15407	Homo sapiens	9606	Fos-related factors
MA0478.1	P15408	Homo sapiens	9606	Fos-related factors
MA0479.1	O75593	Homo sapiens	9606	Forkhead box (FOX) factors
MA0480.1	Q9R1E0	Mus musculus	10090	Forkhead box (FOX) factors
MA0481.2	Q9H334	Homo sapiens	9606	Forkhead box (FOX) factors
MA0482.1	Q08369	Mus musculus	10090	GATA-type zinc fingers
MA0483.1	O70237	Mus musculus	10090	More than 3 adjacent zinc finger factors
MA0484.1	Q14541	Homo sapiens	9606	RXR-related receptors (NR2)
MA0485.1	P09633	Mus musculus	10090	HOX-related factors
MA0486.2	Q00613	Homo sapiens	9606	HSF factors
MA0488.1	P05412	Homo sapiens	9606	Jun-related factors
MA0489.1	P05412	Homo sapiens	9606	Jun-related factors
MA0490.1	P17275	Homo sapiens	9606	Jun-related factors
MA0491.1	P17535	Homo sapiens	9606	Jun-related factors
MA0492.1	P17535	Homo sapiens	9606	Jun-related factors
MA0493.1	P46099	Mus musculus	10090	Three-zinc finger Krüppel-related factors
MA0494.1	Q9Z0Y9	Mus musculus	10090	Thyroid hormone receptor-related factors (NR1)
MA0495.2	Q9ULX9	Homo sapiens	9606	Maf-related factors
MA0496.2	O60675	Homo sapiens	9606	Maf-related factors
MA0497.1	Q06413	Homo sapiens	9606	Regulators of differentiation
MA0498.2	O00470	Homo sapiens	9606	TALE-type homeo domain factors
MA0499.1	P10085	Mus musculus	10090	MyoD / ASC-related factors
MA0500.1	P12979	Mus musculus	10090	MyoD / ASC-related factors
MA0501.1	O75444	Homo sapiens	9606	Maf-related factors
MA0502.1	P25208	Homo sapiens	9606	NFY
MA0503.1	P42582	Mus musculus	10090	NK-related factors
MA0504.1	P49116	Homo sapiens	9606	RXR-related receptors (NR2)
MA0505.1	P45448	Mus musculus	10090	FTZ-F1-related receptors (NR5)
MA0506.1	Q16656	Homo sapiens	9606	Jun-related factors
MA0507.1	P09086	Homo sapiens	9606	POU domain factors
MA0508.2	O75626	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0509.1	P48377	Mus musculus	10090	RFX-related factors
MA0510.2	P48382	Homo sapiens	9606	RFX-related factors
MA0511.2	Q13950	Homo sapiens	9606	Runt-related factors
MA0512.2	P28700	Mus musculus	10090	RXR-related receptors (NR2)
MA0513.1	Q15796	Homo sapiens	9606	SMAD factors
MA0514.1	P53784	Mus musculus	10090	SOX-related factors
MA0515.1	P40645	Mus musculus	10090	SOX-related factors
MA0516.1	Q02086	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0517.1	P42224	Homo sapiens	9606	STAT factors
MA0518.1	P42228	Mus musculus	10090	STAT factors
MA0519.1	P42230	Mus musculus	10090	STAT factors
MA0520.1	P52633	Mus musculus	10090	STAT factors
MA0521.1	Q61286	Mus musculus	10090	E2A-related factors
MA0522.2	P15923	Homo sapiens	9606	E2A-related factors
MA0523.1	Q9NQB0	Homo sapiens	9606	TCF-7-related factors
MA0524.2	Q92754	Homo sapiens	9606	AP-2
MA0525.2	Q9H3D4	Homo sapiens	9606	p53-related factors
MA0526.2	Q15853	Homo sapiens	9606	bHLH-ZIP factors
MA0527.1	Q86T24	Homo sapiens	9606	Other factors with up to three adjacent zinc fingers
MA0528.1	O14978	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0529.1	Q7JN06	Drosophila melanogaster	7227	Unknown
MA0530.1	P20482	Drosophila melanogaster	7227	Jun-related factors
MA0531.1	Q9VS55	Drosophila melanogaster	7227	More than 3 adjacent zinc finger factors
MA0532.1	Q24151	Drosophila melanogaster	7227	STAT factors
MA0533.1	P08970	Drosophila melanogaster	7227	Factors with multiple dispersed zinc fingers
MA0534.1	P34021	Drosophila melanogaster	7227	Unknown
MA0535.1	P42003	Drosophila melanogaster	7227	SMAD factors
MA0536.1	Q9VEZ8	Drosophila melanogaster	7227	GATA-type zinc fingers
MA0537.1	Q93560	Caenorhabditis elegans	6239	More than 3 adjacent zinc finger factors
MA0538.1	G5EFF5	Caenorhabditis elegans	6239	GATA-type zinc fingers
MA0540.1	P48996	Caenorhabditis elegans	6239	Unknown
MA0541.1	G5EF11	Caenorhabditis elegans	6239	E2F-related factors
MA0542.1	G5ECF7	Caenorhabditis elegans	6239	GATA-type zinc fingers
MA0543.1	G5EDU4	Caenorhabditis elegans	6239	Unknown
MA0544.1	P91868	Caenorhabditis elegans	6239	Myb/SANT domain factors
MA0545.1	P22980	Caenorhabditis elegans	6239	Unknown
MA0546.1	Q17381	Caenorhabditis elegans	6239	Forkhead box (FOX) factors
MA0547.1	P34707	Caenorhabditis elegans	6239	Unknown
MA0548.2	Q38847	Arabidopsis thaliana	3702	Unknown
MA0549.1	Q9LN63	Arabidopsis thaliana	3702	Unknown
MA0550.2	Q8S307	Arabidopsis thaliana	3702	BES1
MA0551.1	O24646	Arabidopsis thaliana	3702	Unknown
MA0552.1	Q8GZM7	Arabidopsis thaliana	3702	Unknown
MA0553.1	Q6PV68	Arabidopsis thaliana	3702	Unknown
MA0554.1	O64645	Arabidopsis thaliana	3702	Unknown
MA0555.1	Q9FVC1	Arabidopsis thaliana	3702	Unknown
MA0556.1	P35632	Arabidopsis thaliana	3702	Unknown
MA0557.1	Q9LIE5	Arabidopsis thaliana	3702	Unknown
MA0558.1	Q5Q9J1	Arabidopsis thaliana	3702	Unknown
MA0559.1	P48007	Arabidopsis thaliana	3702	Unknown
MA0560.1	O80536	Arabidopsis thaliana	3702	Unknown
MA0561.1	Q8W2F3	Arabidopsis thaliana	3702	Unknown
MA0562.1	Q84LH8	Arabidopsis thaliana	3702	Unknown
MA0563.1	O22456	Arabidopsis thaliana	3702	Unknown
MA0564.1	Q01593	Arabidopsis thaliana	3702	Unknown
MA0565.1	Q9LW31	Arabidopsis thaliana	3702	Unknown
MA0566.1	Q39204	Arabidopsis thaliana	3702	Unknown
MA0567.1	Q8LDC8	Arabidopsis thaliana	3702	Unknown
MA0568.1	Q9FIP9	Arabidopsis thaliana	3702	Unknown
MA0569.1	O49687	Arabidopsis thaliana	3702	Unknown
MA0570.1	Q9M7Q5	Arabidopsis thaliana	3702	Unknown
MA0571.1	Q38914	Arabidopsis thaliana	3702	Unknown
MA0573.1	O04292	Arabidopsis thaliana	3702	Unknown
MA0574.1	Q9LTC4	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0575.1	Q9SN12	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0576.1	Q9M2Y9	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0577.1	P93015	Arabidopsis thaliana	3702	Unknown
MA0578.1	Q8GXL3	Arabidopsis thaliana	3702	Unknown
MA0579.1	P92948	Arabidopsis thaliana	3702	Myb/SANT domain factors
MA0580.1	O81900	Arabidopsis thaliana	3702	Unknown
MA0581.1	Q1PFR7	Arabidopsis thaliana	3702	Unknown
MA0582.1	Q9ZWM9	Arabidopsis thaliana	3702	Unknown
MA0583.1	Q9ZWM9	Arabidopsis thaliana	3702	Unknown
MA0584.1	P29382	Arabidopsis thaliana	3702	Unknown
MA0585.1	P29381	Arabidopsis thaliana	3702	Unknown
MA0586.2	Q8RY95	Arabidopsis thaliana	3702	Unknown
MA0587.1	Q9M1U4	Arabidopsis thaliana	3702	TCP domain
MA0588.1	Q39237	Arabidopsis thaliana	3702	Unknown
MA0589.1	Q9SI37	Arabidopsis thaliana	3702	Unknown
MA0590.1	Q00958	Arabidopsis thaliana	3702	Unknown
MA0591.1	P97302	Mus musculus	10090	Jun-related factors
MA0592.2	O08580	Mus musculus	10090	Steroid hormone receptors (NR3)
MA0593.1	O15409	Homo sapiens	9606	Forkhead box (FOX) factors
MA0594.1	P09631	Mus musculus	10090	HOX-related factors
MA0595.1	P36956	Homo sapiens	9606	bHLH-ZIP factors
MA0596.1	Q12772	Homo sapiens	9606	bHLH-ZIP factors
MA0597.1	Q9NVV9	Homo sapiens	9606	THAP-related factors
MA0598.2	Q9NZC4	Homo sapiens	9606	Ets-related factors
MA0599.1	Q13887	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0600.2	P48378	Homo sapiens	9606	RFX-related factors
MA0601.1	Q9Z1N7	Mus musculus	10090	ARID-related factors
MA0602.1	Q3U108	Mus musculus	10090	ARID-related factors
MA0603.1	Q9WTL8	Mus musculus	10090	PAS domain factors
MA0604.1	P81269	Mus musculus	10090	CREB-related factors
MA0605.1	Q60765	Mus musculus	10090	Fos-related factors
MA0606.1	A0A1D5NT38	Gallus gallus	9031	NFAT-related factors
MA0607.1	Q9QYC3	Mus musculus	10090	Tal-related factors
MA0608.1	Q8BH52	Mus musculus	10090	CREB-related factors
MA0609.1	P27699	Mus musculus	10090	CREB-related factors
MA0610.1	Q9NQL9	Homo sapiens	9606	DMRT
MA0611.1	A1JVI8	Mus musculus	10090	Paired-related HD factors
MA0612.1	Q04741	Homo sapiens	9606	NK-related factors
MA0613.1	P55316	Homo sapiens	9606	Forkhead box (FOX) factors
MA0614.1	Q9ES18	Mus musculus	10090	Forkhead box (FOX) factors
MA0615.1	Q9JL60	Mus musculus	10090	GMEB
MA0616.1	O54792	Mus musculus	10090	Hairy-related factors
MA0617.1	P41136	Mus musculus	10090	HLH domain only
MA0618.1	P52954	Homo sapiens	9606	NK-related factors
MA0619.1	F1NCE0	Gallus gallus	9031	Unknown
MA0620.2	O75030	Homo sapiens	9606	bHLH-ZIP factors
MA0621.1	P21711	Xenopus laevis	8355	Paired-related HD factors
MA0622.1	Q2VPU4	Mus musculus	10090	bHLH-ZIP factors
MA0623.1	P70660	Mus musculus	10090	Tal-related factors
MA0624.1	G1MTN6	Meleagris gallopavo	9103	NFAT-related factors
MA0625.1	Q12968	Homo sapiens	9606	NFAT-related factors
MA0626.1	P97460	Mus musculus	10090	PAS domain factors
MA0627.1	P31362	Mus musculus	10090	POU domain factors
MA0628.1	Q14863	Homo sapiens	9606	POU domain factors
MA0629.1	Q810N8	Mus musculus	10090	Paired-related HD factors
MA0630.1	O15266	Homo sapiens	9606	Paired-related HD factors
MA0631.1	Q62233	Mus musculus	10090	HD-SINE factors
MA0632.1	Q32NY8	Mus musculus	10090	PAS domain factors
MA0633.1	Q9D030	Mus musculus	10090	Tal-related factors
MA0634.1	O95076	Homo sapiens	9606	Paired-related HD factors
MA0635.1	Q9NY43	Homo sapiens	9606	NK-related factors
MA0636.1	Q9C0J9	Homo sapiens	9606	Hairy-related factors
MA0637.1	P07199	Homo sapiens	9606	Unknown
MA0638.1	O43889	Homo sapiens	9606	CREB-related factors
MA0639.1	Q10586	Homo sapiens	9606	C/EBP-related
MA0640.1	P78545	Homo sapiens	9606	Ets-related factors
MA0641.1	Q99607	Homo sapiens	9606	Ets-related factors
MA0642.1	P19622	Homo sapiens	9606	NK-related factors
MA0643.1	P62509	Mus musculus	10090	Steroid hormone receptors (NR3)
MA0644.1	Q8N693	Homo sapiens	9606	Paired-related HD factors
MA0645.1	P41212	Homo sapiens	9606	Ets-related factors
MA0646.1	Q9NP62	Homo sapiens	9606	GCM factors
MA0647.1	Q9NZI5	Homo sapiens	9606	Grainyhead-related factors
MA0648.1	P56915	Homo sapiens	9606	Paired-related HD factors
MA0649.1	Q9UBP5	Homo sapiens	9606	Hairy-related factors
MA0650.1	P31271	Homo sapiens	9606	HOX-related factors
MA0651.1	O43248	Homo sapiens	9606	HOX-related factors
MA0652.1	Q02556	Homo sapiens	9606	Interferon-regulatory factors
MA0653.1	Q00978	Homo sapiens	9606	Interferon-regulatory factors
MA0654.1	Q2M1V0	Homo sapiens	9606	Paired-related HD factors
MA0655.1	Q8WYK2	Homo sapiens	9606	Fos-related factors
MA0656.1	Q8WYK2	Homo sapiens	9606	Fos-related factors
MA0657.1	Q9Y2Y9	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0658.1	Q9UPM6	Homo sapiens	9606	HD-LIM factors
MA0659.1	O15525	Homo sapiens	9606	Maf-related factors
MA0660.1	Q02080	Homo sapiens	9606	Regulators of differentiation
MA0661.1	P50221	Homo sapiens	9606	HOX-related factors
MA0662.1	Q9H2W2	Homo sapiens	9606	Paired-related HD factors
MA0663.1	Q9UH92	Homo sapiens	9606	bHLH-ZIP factors
MA0664.1	Q9NP71	Homo sapiens	9606	bHLH-ZIP factors
MA0665.1	O60682	Homo sapiens	9606	Tal-related factors
MA0666.1	P28360	Homo sapiens	9606	NK-related factors
MA0667.1	P23409	Homo sapiens	9606	MyoD / ASC-related factors
MA0668.1	Q15784	Homo sapiens	9606	Tal-related factors
MA0669.1	Q9H2A3	Homo sapiens	9606	Tal-related factors
MA0670.1	Q12857	Homo sapiens	9606	Nuclear factor 1
MA0671.1	Q14938	Homo sapiens	9606	Nuclear factor 1
MA0672.1	Q8TAU0	Homo sapiens	9606	NK-related factors
MA0673.1	O15522	Homo sapiens	9606	NK-related factors
MA0674.1	P78426	Homo sapiens	9606	NK-related factors
MA0675.1	Q9C056	Homo sapiens	9606	NK-related factors
MA0676.1	Q9Y466	Mus musculus	10090	RXR-related receptors (NR2)
MA0677.1	P43136	Mus musculus	10090	RXR-related receptors (NR2)
MA0678.1	Q13516	Homo sapiens	9606	Tal-related factors
MA0679.1	Q9UBC0	Homo sapiens	9606	HD-CUT factors
MA0680.1	P23759	Homo sapiens	9606	Paired plus homeo domain
MA0681.1	Q99453	Mus musculus	10090	Paired-related HD factors
MA0682.1	P70314	Mus musculus	10090	Paired-related HD factors
MA0683.1	Q12837	Homo sapiens	9606	POU domain factors
MA0684.1	Q13761	Homo sapiens	9606	Runt-related factors
MA0685.1	Q02446	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0686.1	O95238	Homo sapiens	9606	Ets-related factors
MA0687.1	Q8N5J4	Homo sapiens	9606	Ets-related factors
MA0688.1	Q13207	Homo sapiens	9606	TBX2-related factors
MA0689.1	Q9UMR3	Homo sapiens	9606	TBX1-related factors
MA0690.1	Q9UL17	Homo sapiens	9606	TBrain-related factors
MA0691.1	Q01664	Homo sapiens	9606	bHLH-ZIP factors
MA0692.1	P19484	Homo sapiens	9606	bHLH-ZIP factors
MA0693.2	P11473	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA0694.1	O15156	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0695.1	A1YPR0	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0696.1	Q15915	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0697.1	O60481	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0698.1	Q99592	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0699.1	Q6XYB7	Homo sapiens	9606	NK-related factors
MA0700.1	P50458	Homo sapiens	9606	HD-LIM factors
MA0701.1	Q9NQ69	Homo sapiens	9606	HD-LIM factors
MA0702.1	Q8TE12	Homo sapiens	9606	HD-LIM factors
MA0703.1	O60663	Homo sapiens	9606	HD-LIM factors
MA0704.1	P53776	Mus musculus	10090	HD-LIM factors
MA0705.1	O35652	Mus musculus	10090	HD-LIM factors
MA0706.1	Q6FHY5	Homo sapiens	9606	HOX-related factors
MA0707.1	P50219	Homo sapiens	9606	HOX-related factors
MA0708.1	P35548	Homo sapiens	9606	NK-related factors
MA0709.1	P70354	Mus musculus	10090	NK-related factors
MA0710.1	A8MTQ0	Homo sapiens	9606	NK-related factors
MA0711.1	P32242	Homo sapiens	9606	Paired-related HD factors
MA0712.1	P32243	Homo sapiens	9606	Paired-related HD factors
MA0713.1	O14813	Homo sapiens	9606	Paired-related HD factors
MA0714.1	O75364	Homo sapiens	9606	Paired-related HD factors
MA0715.1	O75360	Homo sapiens	9606	Paired-related HD factors
MA0716.1	P54821	Homo sapiens	9606	Paired-related HD factors
MA0717.1	Q96IS3	Homo sapiens	9606	Paired-related HD factors
MA0718.1	Q9Y2V3	Homo sapiens	9606	Paired-related HD factors
MA0719.1	Q8NHV9	Homo sapiens	9606	Paired-related HD factors
MA0720.1	P70390	Mus musculus	10090	Paired-related HD factors
MA0721.1	A6NJT0	Homo sapiens	9606	Paired-related HD factors
MA0722.1	Q5SQQ9	Homo sapiens	9606	NK-related factors
MA0723.1	Q9UIW0	Homo sapiens	9606	NK-related factors
MA0724.1	O95231	Homo sapiens	9606	NK-related factors
MA0725.1	Q9NZR4	Homo sapiens	9606	Paired-related HD factors
MA0726.1	P58304	Homo sapiens	9606	Paired-related HD factors
MA0727.1	P08235	Homo sapiens	9606	Steroid hormone receptors (NR3)
MA0728.1	P43136	Mus musculus	10090	RXR-related receptors (NR2)
MA0729.1	P10276	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA0730.1	P10276	Homo sapiens	9606	Thyroid hormone receptor-related factors (NR1)
MA0731.1	A8KA13	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0732.1	Q06889	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0733.1	Q05215	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0734.1	P10070	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0735.1	Q8NBF1	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0736.1	Q9BZE0	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0737.1	Q8NEA6	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0738.1	Q96JB3	Homo sapiens	9606	Factors with multiple dispersed zinc fingers
MA0739.1	Q9R1Y5	Mus musculus	10090	Factors with multiple dispersed zinc fingers
MA0740.1	Q8TD94	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0741.1	Q9BXK1	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0742.1	O35738	Mus musculus	10090	Three-zinc finger Krüppel-related factors
MA0743.1	Q9BWW7	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0744.1	Q9NQ03	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0745.1	O43623	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0746.1	Q02447	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0747.1	Q8IXZ3	Homo sapiens	9606	Three-zinc finger Krüppel-related factors
MA0748.1	O15391	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0749.1	O96006	Homo sapiens	9606	BED zinc finger factors
MA0750.2	O95365	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0751.1	Q8N9L1	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0752.1	Q86VK4	Homo sapiens	9606	More than 3 adjacent zinc finger factors
MA0753.1	Q8NDX6	Homo sapiens	9606	Other factors with up to three adjacent zinc fingers
MA0754.1	P39880	Homo sapiens	9606	HD-CUT factors
MA0755.1	O14529	Homo sapiens	9606	HD-CUT factors
MA0756.1	O95948	Homo sapiens	9606	HD-CUT factors
MA0757.1	O60422	Homo sapiens	9606	HD-CUT factors
MA0758.1	Q96AV8	Homo sapiens	9606	E2F-related factors
MA0759.1	P41970	Homo sapiens	9606	Ets-related factors
MA0760.1	P50548	Homo sapiens	9606	Ets-related factors
MA0761.1	P50549	Homo sapiens	9606	Ets-related factors
MA0762.1	Q3KNT2	Homo sapiens	9606	Ets-related factors
MA0763.1	P41162	Homo sapiens	9606	Ets-related factors
MA0764.1	P43268	Homo sapiens	9606	Ets-related factors
MA0765.1	P41161	Homo sapiens	9606	Ets-related factors
MA0766.1	Q9BWX5	Homo sapiens	9606	GATA-type zinc fingers
MA0767.1	O75603	Homo sapiens	9606	GCM factors
MA0768.1	Q9UJU2	Homo sapiens	9606	TCF-7-related factors
MA0769.1	Q00417	Mus musculus	10090	TCF-7-related factors
MA0770.1	Q03933	Homo sapiens	9606	HSF factors
MA0771.1	Q9ULV5	Homo sapiens	9606	HSF factors
MA0772.1	Q92985	Homo sapiens	9606	Interferon-regulatory factors
MA0773.1	Q05BX2	Homo sapiens	9606	Regulators of differentiation
MA0774.1	O14770	Homo sapiens	9606	TALE-type homeo domain factors
MA0775.1	Q99687	Homo sapiens	9606	TALE-type homeo domain factors
MA0776.1	P10243	Homo sapiens	9606	Myb/SANT domain factors
MA0777.1	P10244	Homo sapiens	9606	Myb/SANT domain factors
MA0778.1	Q00653	Homo sapiens	9606	NF-kappaB-related factors
MA0779.1	P15863	Homo sapiens	9606	Paired domain only
MA0780.1	P23760	Homo sapiens	9606	Paired plus homeo domain
MA0781.1	P55771	Homo sapiens	9606	Paired domain only
MA0782.1	P55347	Homo sapiens	9606	TALE-type homeo domain factors
MA0783.1	Q96KN3	Homo sapiens	9606	TALE-type homeo domain factors
MA0784.1	P28069	Homo sapiens	9606	POU domain factors
MA0785.1	P14859	Homo sapiens	9606	POU domain factors
MA0786.1	Q03052	Homo sapiens	9606	POU domain factors
MA0787.1	P20265	Homo sapiens	9606	POU domain factors
MA0788.1	P20264	Homo sapiens	9606	POU domain factors
MA0789.1	P49335	Homo sapiens	9606	POU domain factors
MA0790.1	Q01851	Homo sapiens	9606	POU domain factors
MA0791.1	Q15319	Homo sapiens	9606	POU domain factors
MA0792.1	Q06416	Homo sapiens	9606	POU domain factors
MA0793.1	P78424	Homo sapiens	9606	POU domain factors
MA0794.1	Q92786	Homo sapiens	9606	HD-PROS factors
MA0795.1	P84022	Homo sapiens	9606	SMAD factors
MA0796.1	Q15583	Homo sapiens	9606	TALE-type homeo domain factors
MA0797.1	Q9GZN2	Homo sapiens	9606	TALE-type homeo domain factors
MA0798.1	P48380	Homo sapiens	9606	RFX-related factors
MA0799.1	Q33E94	Homo sapiens	9606	RFX-related factors
MA0800.1	O95936	Homo sapiens	9606	TBrain-related factors
MA0801.1	Q8IWI9	Homo sapiens	9606	TBX6-related factors
MA0802.1	Q16650	Homo sapiens	9606	TBrain-related factors
MA0803.1	Q96SF7	Homo sapiens	9606	TBX1-related factors
MA0804.1	O60806	Homo sapiens	9606	Brachyury-related factors
MA0805.1	O43435	Homo sapiens	9606	TBX1-related factors
MA0806.1	P57082	Homo sapiens	9606	TBX2-related factors
MA0807.1	Q99593	Homo sapiens	9606	TBX2-related factors
MA0808.1	Q99594	Homo sapiens	9606	TEF-1-related factors
MA0809.1	Q15561	Homo sapiens	9606	TEF-1-related factors
MA0810.1	P05549	Homo sapiens	9606	AP-2
MA0811.1	Q92481	Homo sapiens	9606	AP-2
MA0812.1	Q92481	Homo sapiens	9606	AP-2
MA0813.1	Q92481	Homo sapiens	9606	AP-2
MA0814.1	Q92754	Homo sapiens	9606	AP-2
MA0815.1	Q92754	Homo sapiens	9606	AP-2
MA0816.1	O35885	Mus musculus	10090	MyoD / ASC-related factors
MA0817.1	Q8NDY6	Homo sapiens	9606	Tal-related factors
MA0818.1	Q8NFJ8	Homo sapiens	9606	Tal-related factors
MA0819.1	O15516	Homo sapiens	9606	PAS domain factors
MA0820.1	Q6QHK4	Homo sapiens	9606	Tal-related factors
MA0821.1	Q5TA89	Homo sapiens	9606	Hairy-related factors
MA0822.1	Q9BYE0	Homo sapiens	9606	Hairy-related factors
